stage,opponent_stage,wins,draws,losses,elo_stage,elo_opponent_stage
59,42,527,0,473,1615.8914444678694,1578.9144216085786
59,44,536,0,464,1615.8914444678694,1576.6678469698422
59,45,519,0,481,1615.8914444678694,1578.4727878951614
59,47,554,0,446,1615.8914444678694,1569.9419811116159
59,48,543,0,457,1615.8914444678694,1571.920083341196
59,49,517,0,483,1615.8914444678694,1577.2418958715039
59,50,522,0,478,1615.8914444678694,1593.1917925951998
59,51,501,0,499,1615.8914444678694,1604.0697193135043
59,52,531,0,469,1615.8914444678694,1598.4862461531434
59,53,548,0,452,1615.8914444678694,1596.7029227784992
59,54,515,0,485,1615.8914444678694,1597.438458889532
59,55,527,0,473,1615.8914444678694,1598.8401405709865
59,56,481,0,519,1615.8914444678694,1611.472472247022
59,57,549,0,451,1615.8914444678694,1587.7823257538926
59,58,498,0,502,1615.8914444678694,1619.0888771096056
59,59,477,0,523,1615.8914444678694,1614.120625539223
59,60,486,0,514,1615.8914444678694,1615.8914444678694
60,36,522,0,478,1610.2521635447401,1590.6182661814914
60,37,480,0,520,1610.2521635447401,1595.5056282418159
60,38,534,0,466,1610.2521635447401,1571.722144795876
60,40,546,0,454,1610.2521635447401,1574.1660453542638
60,42,531,0,469,1610.2521635447401,1578.138276491623
60,44,537,0,463,1610.2521635447401,1575.813568660515
60,45,523,0,477,1610.2521635447401,1577.8010035959871
60,48,535,0,465,1610.2521635447401,1571.1667037722882
60,49,534,0,466,1610.2521635447401,1576.3316049599493
60,50,492,0,508,1610.2521635447401,1592.628017186529
60,51,505,0,495,1610.2521635447401,1602.867667111457
60,52,505,0,495,1610.2521635447401,1597.441204764291
60,53,488,0,512,1610.2521635447401,1596.0799343650406
60,54,502,0,498,1610.2521635447401,1596.4491785838977
60,55,511,0,489,1610.2521635447401,1597.5549133970094
60,56,475,0,525,1610.2521635447401,1610.5784645105555
60,57,503,0,497,1610.2521635447401,1587.081009972328
60,58,452,0,548,1610.2521635447401,1618.4711360979802
60,59,471,0,529,1610.2521635447401,1613.169255152814
60,60,515,0,485,1610.2521635447401,1613.5176764370037
60,61,531,0,469,1610.2521635447401,1610.2521635447401
61,36,489,0,511,1619.22027289281,1590.333028160406
61,37,497,0,503,1619.22027289281,1594.9929821970463
61,38,563,0,437,1619.22027289281,1570.7579622053158
61,40,535,0,465,1619.22027289281,1573.5355593337558
61,42,505,0,495,1619.22027289281,1577.8693540321237
61,44,529,0,471,1619.22027289281,1575.1912246502934
61,45,514,0,486,1619.22027289281,1577.3747746818158
61,49,532,0,468,1619.22027289281,1575.5718015063994
61,50,549,0,451,1619.22027289281,1591.022743770938
61,51,499,0,501,1619.22027289281,1601.9287904066564
61,52,511,0,489,1619.22027289281,1596.4020341442356
61,53,536,0,464,1619.22027289281,1594.5142796569626
61,54,537,0,463,1619.22027289281,1594.8058860870815
61,55,539,0,461,1619.22027289281,1595.7793824126175
61,56,502,0,498,1619.22027289281,1609.1729734606351
61,57,506,0,494,1619.22027289281,1586.4429784348388
61,58,503,0,497,1619.22027289281,1616.6500155623653
61,59,521,0,479,1619.22027289281,1611.0279040803844
61,60,508,0,492,1619.22027289281,1611.6627377564919
61,61,533,0,467,1619.22027289281,1607.748040460595
61,62,496,0,504,1619.22027289281,1619.22027289281
62,36,513,0,487,1617.2823135748768,1589.7333796806665
62,37,486,0,514,1617.2823135748768,1594.6645160153269
62,40,508,0,492,1617.2823135748768,1573.3453425260786
62,42,545,0,455,1617.2823135748768,1576.991348377982
62,44,532,0,468,1617.2823135748768,1574.5568051350983
62,45,552,0,448,1617.2823135748768,1576.3349439093513
62,49,543,0,457,1617.2823135748768,1574.656432764311
62,50,531,0,469,1617.2823135748768,1589.8686973192812
62,51,510,0,490,1617.2823135748768,1600.8357536431201
62,52,516,0,484,1617.2823135748768,1595.3339045497003
62,53,536,0,464,1617.2823135748768,1593.0587844264226
62,54,492,0,508,1617.2823135748768,1594.2675229264335
62,55,507,0,493,1617.2823135748768,1594.860188230495
62,56,479,0,521,1617.2823135748768,1608.4166898691587
62,57,553,0,447,1617.2823135748768,1584.7141162549506
62,58,516,0,484,1617.2823135748768,1614.6433203614286
62,59,479,0,521,1617.2823135748768,1610.1659891312236
62,60,495,0,505,1617.2823135748768,1610.3186675592658
62,61,499,0,501,1617.2823135748768,1606.4284786868973
62,62,514,0,486,1617.2823135748768,1616.897176743463
62,63,496,0,504,1617.2823135748768,1617.2823135748768
63,36,522,0,478,1622.2558355485917,1589.1484152777957
63,37,515,0,485,1622.2558355485917,1594.0625046776618
63,42,536,0,464,1622.2558355485917,1576.418584542958
63,44,549,0,451,1622.2558355485917,1573.812366264922
63,45,545,0,455,1622.2558355485917,1575.59810669723
63,49,540,0,460,1622.2558355485917,1573.9967169429951
63,50,509,0,491,1622.2558355485917,1589.3498058725545
63,51,526,0,474,1622.2558355485917,1599.6571462175807
63,52,490,0,510,1622.2558355485917,1595.0128869176776
63,53,525,0,475,1622.2558355485917,1592.0873395926376
63,54,536,0,464,1622.2558355485917,1593.001670053401
63,55,534,0,466,1622.2558355485917,1593.5861575928652
63,56,492,0,508,1622.2558355485917,1607.5988672641802
63,57,563,0,437,1622.2558355485917,1583.0577212399214
63,58,481,0,519,1622.2558355485917,1613.8340562240935
63,59,507,0,493,1622.2558355485917,1608.8587718321714
63,60,514,0,486,1622.2558355485917,1608.7855000384823
63,61,529,0,471,1622.2558355485917,1604.6067669436216
63,62,504,0,496,1622.2558355485917,1615.2805128832051
63,63,503,0,497,1622.2558355485917,1615.6281095787276
63,64,508,0,492,1622.2558355485917,1622.2558355485917
64,36,518,0,482,1623.5131591103004,1588.6735230838024
64,37,500,0,500,1623.5131591103004,1593.7231420194084
64,42,564,0,436,1623.5131591103004,1575.488393267869
64,45,556,0,444,1623.5131591103004,1574.7593735751896
64,49,544,0,456,1623.5131591103004,1573.3447914378337
64,50,520,0,480,1623.5131591103004,1588.7038360640463
64,51,514,0,486,1623.5131591103004,1598.8190253273497
64,52,526,0,474,1623.5131591103004,1594.0617973693286
64,53,553,0,447,1623.5131591103004,1590.6661953227558
64,54,515,0,485,1623.5131591103004,1592.298158961832
64,55,543,0,457,1623.5131591103004,1592.2570294372695
64,56,511,0,489,1623.5131591103004,1606.4747885033908
64,57,535,0,465,1623.5131591103004,1582.207300572098
64,58,504,0,496,1623.5131591103004,1612.602216174735
64,59,500,0,500,1623.5131591103004,1607.8827311907353
64,60,513,0,487,1623.5131591103004,1607.46166625604
64,61,515,0,485,1623.5131591103004,1603.366673548066
64,62,489,0,511,1623.5131591103004,1614.280697419541
64,63,484,0,516,1623.5131591103004,1614.733618281161
64,64,509,0,491,1623.5131591103004,1620.2929685862523
64,65,498,0,502,1623.5131591103004,1623.5131591103004
65,36,459,0,541,1597.0497991621532,1588.3877015138746
65,37,482,0,518,1597.0497991621532,1593.0246901832206
65,42,468,0,532,1597.0497991621532,1575.338117756744
65,45,510,0,490,1597.0497991621532,1573.9656070997264
65,50,467,0,533,1597.0497991621532,1588.2159762894316
65,51,447,0,553,1597.0497991621532,1598.4080433561453
65,52,521,0,479,1597.0497991621532,1592.3899640838977
65,53,497,0,503,1597.0497991621532,1589.518584330804
65,54,502,0,498,1597.0497991621532,1590.975328044557
65,55,482,0,518,1597.0497991621532,1591.3145367145078
65,56,483,0,517,1597.0497991621532,1605.0334335108473
65,57,505,0,495,1597.0497991621532,1581.061728879335
65,58,451,0,549,1597.0497991621532,1611.6069444798022
65,59,447,0,553,1597.0497991621532,1607.1330834973242
65,60,488,0,512,1597.0497991621532,1605.716199771765
65,61,488,0,512,1597.0497991621532,1601.7340889691443
65,62,461,0,539,1597.0497991621532,1612.8793139119252
65,63,475,0,525,1597.0497991621532,1612.8924358390245
65,64,468,0,532,1597.0497991621532,1618.353521027436
65,65,463,0,537,1597.0497991621532,1621.5173007199805
65,66,479,0,521,1597.0497991621532,1597.0497991621532
66,36,494,0,506,1604.771054005208,1587.8108505775817
66,37,470,0,530,1604.771054005208,1592.6588261330467
66,42,515,0,485,1604.771054005208,1574.6822656745621
66,50,495,0,505,1604.771054005208,1587.4657957769925
66,51,475,0,525,1604.771054005208,1597.7234732202505
66,52,469,0,531,1604.771054005208,1591.9705271967382
66,53,472,0,528,1604.771054005208,1589.1200867387315
66,54,505,0,495,1604.771054005208,1589.8912780290339
66,55,521,0,479,1604.771054005208,1589.8766412671885
66,56,460,0,540,1604.771054005208,1604.3866310451708
66,57,499,0,501,1604.771054005208,1580.3521559286214
66,58,487,0,513,1604.771054005208,1610.1291203737687
66,59,493,0,507,1604.771054005208,1605.639395007829
66,60,492,0,508,1604.771054005208,1604.2572952367864
66,61,506,0,494,1604.771054005208,1600.0477359293131
66,62,496,0,504,1604.771054005208,1610.9717797631229
66,63,473,0,527,1604.771054005208,1611.532916586974
66,64,474,0,526,1604.771054005208,1616.7032238001862
66,65,484,0,516,1604.771054005208,1619.396317184507
66,66,518,0,482,1604.771054005208,1594.9653496902292
66,67,510,0,490,1604.771054005208,1604.771054005208
67,36,494,0,506,1618.5245953940585,1587.5451702640567
67,37,507,0,493,1618.5245953940585,1592.1295151410732
67,50,541,0,459,1618.5245953940585,1586.366141265602
67,51,484,0,516,1618.5245953940585,1597.3199677141656
67,52,539,0,461,1618.5245953940585,1590.738796614614
67,53,507,0,493,1618.5245953940585,1588.525694147937
67,54,548,0,452,1618.5245953940585,1588.4952560765166
67,55,523,0,477,1618.5245953940585,1588.9320367076257
67,56,487,0,513,1618.5245953940585,1603.704706803327
67,57,539,0,461,1618.5245953940585,1579.3395342080858
67,58,474,0,526,1618.5245953940585,1609.5200876088925
67,59,501,0,499,1618.5245953940585,1604.5822315972264
67,60,527,0,473,1618.5245953940585,1602.6348197934171
67,61,518,0,482,1618.5245953940585,1598.747264861588
67,62,485,0,515,1618.5245953940585,1610.0425491166795
67,63,523,0,477,1618.5245953940585,1609.6024973493973
67,64,500,0,500,1618.5245953940585,1615.1131084549343
67,65,480,0,520,1618.5245953940585,1618.1996790637213
67,66,517,0,483,1618.5245953940585,1593.7480925183495
67,67,508,0,492,1618.5245953940585,1603.351030666976
67,68,479,0,521,1618.5245953940585,1618.5245953940585
68,36,534,0,466,1626.088174313783,1586.905319631759
68,37,503,0,497,1626.088174313783,1591.781094240553
68,50,508,0,492,1626.088174313783,1586.0090707429408
68,51,496,0,504,1626.088174313783,1596.8829005286893
68,52,524,0,476,1626.088174313783,1589.9828242773656
68,53,565,0,435,1626.088174313783,1587.086039234241
68,54,509,0,491,1626.088174313783,1588.0471186505451
68,55,536,0,464,1626.088174313783,1587.9585809936743
68,56,543,0,457,1626.088174313783,1602.1444986222436
68,58,486,0,514,1626.088174313783,1608.8782194816622
68,59,485,0,515,1626.088174313783,1604.1135803989705
68,60,543,0,457,1626.088174313783,1600.9552791780202
68,61,493,0,507,1626.088174313783,1598.2928275277823
68,62,536,0,464,1626.088174313783,1608.1773079353397
68,63,533,0,467,1626.088174313783,1607.773815564895
68,64,521,0,479,1626.088174313783,1613.3232220050686
68,65,521,0,479,1626.088174313783,1616.2358832757757
68,66,538,0,462,1626.088174313783,1592.2808203162763
68,67,515,0,485,1626.088174313783,1602.0881982913438
68,68,516,0,484,1626.088174313783,1616.5121645241538
68,69,507,0,493,1626.088174313783,1626.088174313783
69,36,520,0,480,1621.3608833544095,1586.4041471982393
69,37,494,0,506,1621.3608833544095,1591.5014588810945
69,51,555,0,445,1621.3608833544095,1595.4196799538179
69,52,532,0,468,1621.3608833544095,1589.0542150420547
69,53,512,0,488,1621.3608833544095,1586.5623925432192
69,54,522,0,478,1621.3608833544095,1587.3128057640215
69,55,535,0,465,1621.3608833544095,1586.9761813803402
69,56,511,0,489,1621.3608833544095,1601.1919661560692
69,58,511,0,489,1621.3608833544095,1607.6866961614928
69,59,505,0,495,1621.3608833544095,1603.171675496027
69,60,518,0,482,1621.3608833544095,1599.8207311912947
69,61,514,0,486,1621.3608833544095,1597.312850868062
69,62,493,0,507,1621.3608833544095,1607.3172551417133
69,63,493,0,507,1621.3608833544095,1606.9125197132394
69,64,499,0,501,1621.3608833544095,1612.0948527183696
69,65,468,0,532,1621.3608833544095,1615.652236249416
69,66,527,0,473,1621.3608833544095,1591.0996594412509
69,67,503,0,497,1621.3608833544095,1601.1301487068176
69,68,520,0,480,1621.3608833544095,1614.4227514358236
69,69,498,0,502,1621.3608833544095,1624.1553618998123
69,70,493,0,507,1621.3608833544095,1621.3608833544095
70,37,520,0,480,1635.1009047013313,1591.1528527790465
70,51,559,0,441,1635.1009047013313,1594.2768391592915
70,52,537,0,463,1635.1009047013313,1588.4088944762884
70,53,529,0,471,1635.1009047013313,1586.105007700729
70,54,530,0,470,1635.1009047013313,1586.8130614431302
70,55,567,0,433,1635.1009047013313,1585.8203015040885
70,56,540,0,460,1635.1009047013313,1600.1167374732495
70,58,520,0,480,1635.1009047013313,1606.766919288672
70,59,525,0,475,1635.1009047013313,1602.2731549637754
70,60,531,0,469,1635.1009047013313,1598.885341056984
70,61,542,0,458,1635.1009047013313,1596.2086380504866
70,62,539,0,461,1635.1009047013313,1605.9269542198367
70,63,517,0,483,1635.1009047013313,1606.0014241920549
70,64,511,0,489,1635.1009047013313,1611.123528444759
70,65,540,0,460,1635.1009047013313,1613.8241827014265
70,66,534,0,466,1635.1009047013313,1590.3118258515274
70,67,552,0,448,1635.1009047013313,1599.463703139801
70,68,491,0,509,1635.1009047013313,1613.8279260275658
70,69,529,0,471,1635.1009047013313,1622.0543037621464
70,70,511,0,489,1635.1009047013313,1619.8597755513179
70,71,496,0,504,1635.1009047013313,1635.1009047013313
71,37,467,0,533,1600.439000968606,1590.8362674911864
71,51,488,0,512,1600.439000968606,1593.494007722128
71,52,491,0,509,1600.439000968606,1587.7077712918767
71,53,521,0,479,1600.439000968606,1584.9561491173085
71,54,494,0,506,1600.439000968606,1586.0787576334524
71,56,512,0,488,1600.439000968606,1598.677929201769
71,58,464,0,536,1600.439000968606,1605.9797083014216
71,59,463,0,537,1600.439000968606,1601.6268484730983
71,60,479,0,521,1600.439000968606,1598.0133631187095
71,61,468,0,532,1600.439000968606,1595.6329019650136
71,62,466,0,534,1600.439000968606,1605.0763147352664
71,63,447,0,553,1600.439000968606,1605.5491657295531
71,64,475,0,525,1600.439000968606,1609.8574745193534
71,65,459,0,541,1600.439000968606,1612.8084429663368
71,66,520,0,480,1600.439000968606,1588.6628726280742
71,67,487,0,513,1600.439000968606,1598.2527648146436
71,68,490,0,510,1600.439000968606,1611.9345653487644
71,69,452,0,548,1600.439000968606,1620.8081440598803
71,70,447,0,553,1600.439000968606,1618.8240839522543
71,71,434,0,566,1600.439000968606,1633.7374162179342
71,72,500,0,500,1600.439000968606,1600.439000968606
72,37,455,0,545,1621.6064195302583,1590.933144540636
72,51,522,0,478,1621.6064195302583,1592.5713536467324
72,52,523,0,477,1621.6064195302583,1586.8905099701374
72,54,538,0,462,1621.6064195302583,1585.0268730528137
72,56,510,0,490,1621.6064195302583,1597.7417800081384
72,58,491,0,509,1621.6064195302583,1605.1570772583962
72,59,501,0,499,1621.6064195302583,1600.729131812789
72,60,494,0,506,1621.6064195302583,1597.3409190740667
72,61,529,0,471,1621.6064195302583,1594.3282761236537
72,62,507,0,493,1621.6064195302583,1603.9037424177104
72,63,529,0,471,1621.6064195302583,1603.8701310303475
72,64,507,0,493,1621.6064195302583,1608.4762461347905
72,65,507,0,493,1621.6064195302583,1611.2953464186155
72,66,525,0,475,1621.6064195302583,1587.5540032698223
72,67,504,0,496,1621.6064195302583,1597.2816212254484
72,68,512,0,488,1621.6064195302583,1610.2196786771224
72,69,497,0,503,1621.6064195302583,1619.0925546120402
72,70,505,0,495,1621.6064195302583,1616.9290808959136
72,71,485,0,515,1621.6064195302583,1631.7022965646656
72,72,541,0,459,1621.6064195302583,1598.1943960381082
72,73,499,0,501,1621.6064195302583,1621.6064195302583
73,37,492,0,508,1623.6993138783412,1590.6848823317687
73,51,530,0,470,1623.6993138783412,1591.6778743031741
73,52,527,0,473,1623.6993138783412,1586.1589809459233
73,56,480,0,520,1623.6993138783412,1597.4790802385464
73,58,525,0,475,1623.6993138783412,1603.8962452926567
73,59,508,0,492,1623.6993138783412,1599.8783159345512
73,60,519,0,481,1623.6993138783412,1596.364609096374
73,61,543,0,457,1623.6993138783412,1592.9596838240288
73,62,494,0,506,1623.6993138783412,1603.1951626537382
73,63,502,0,498,1623.6993138783412,1602.9878248760915
73,64,505,0,495,1623.6993138783412,1607.3664898888408
73,65,525,0,475,1623.6993138783412,1609.6309687224839
73,66,546,0,454,1623.6993138783412,1586.1894742676977
73,67,515,0,485,1623.6993138783412,1596.269783261021
73,68,499,0,501,1623.6993138783412,1609.1005845847844
73,69,490,0,510,1623.6993138783412,1617.8420201662182
73,70,497,0,503,1623.6993138783412,1615.5549459761578
73,71,497,0,503,1623.6993138783412,1629.6704960178186
73,72,527,0,473,1623.6993138783412,1596.7080595693549
73,73,502,0,498,1623.6993138783412,1619.7682717244884
73,74,475,0,525,1623.6993138783412,1623.6993138783412
74,37,519,0,481,1629.528438876394,1590.2411136677288
74,51,531,0,469,1629.528438876394,1590.9394562192876
74,56,504,0,496,1629.528438876394,1596.9792401027025
74,58,528,0,472,1629.528438876394,1602.80212935198
74,59,527,0,473,1629.528438876394,1598.890915593752
74,60,523,0,477,1629.528438876394,1595.5285211604319
74,61,524,0,476,1629.528438876394,1592.1888853830408
74,62,534,0,466,1629.528438876394,1601.9215860749455
74,63,513,0,487,1629.528438876394,1602.1117103149895
74,64,473,0,527,1629.528438876394,1607.161430925717
74,65,478,0,522,1629.528438876394,1609.2536613913699
74,66,559,0,441,1629.528438876394,1584.8134691240775
74,67,553,0,447,1629.528438876394,1594.6548355129553
74,68,500,0,500,1629.528438876394,1608.2321344540564
74,69,509,0,491,1629.528438876394,1616.4204859961947
74,70,502,0,498,1629.528438876394,1614.3646882435369
74,71,530,0,470,1629.528438876394,1627.142912085972
74,72,541,0,459,1629.528438876394,1595.177693950523
74,73,506,0,494,1629.528438876394,1618.2009211156587
74,74,522,0,478,1629.528438876394,1621.4342855949571
74,75,513,0,487,1629.528438876394,1629.528438876394
75,37,481,0,519,1609.2963403283334,1589.890579700395
75,51,514,0,486,1609.2963403283334,1590.0323018504214
75,56,475,0,525,1609.2963403283334,1596.4698995558058
75,58,476,0,524,1609.2963403283334,1602.11589437178
75,59,492,0,508,1609.2963403283334,1598.021766573745
75,60,492,0,508,1609.2963403283334,1594.7347836710928
75,61,496,0,504,1609.2963403283334,1591.4033874295428
75,62,518,0,482,1609.2963403283334,1600.4333290939032
75,63,479,0,521,1609.2963403283334,1601.3391709700536
75,64,495,0,505,1609.2963403283334,1605.9045531596557
75,65,447,0,553,1609.2963403283334,1608.892488032977
75,67,502,0,498,1609.2963403283334,1593.5804199630281
75,68,475,0,525,1609.2963403283334,1607.2793369613573
75,69,477,0,523,1609.2963403283334,1615.114260961053
75,70,508,0,492,1609.2963403283334,1612.3510464781637
75,71,454,0,546,1609.2963403283334,1625.942294990149
75,72,506,0,494,1609.2963403283334,1593.8658376806338
75,73,465,0,535,1609.2963403283334,1617.0236571921564
75,74,476,0,524,1609.2963403283334,1619.778525380421
75,75,497,0,503,1609.2963403283334,1626.8279823402122
75,76,491,0,509,1609.2963403283334,1609.2963403283334
76,51,501,0,499,1611.4634116952311,1589.4290361031044
76,56,506,0,494,1611.4634116952311,1595.589647211564
76,58,504,0,496,1611.4634116952311,1601.09804016525
76,59,493,0,507,1611.4634116952311,1597.2778566665115
76,60,509,0,491,1611.4634116952311,1593.7883106313188
76,61,491,0,509,1611.4634116952311,1590.851598109601
76,62,468,0,532,1611.4634116952311,1600.0469359659944
76,63,478,0,522,1611.4634116952311,1600.737080049654
76,64,484,0,516,1611.4634116952311,1605.0443643357455
76,65,489,0,511,1611.4634116952311,1607.8273135485615
76,67,494,0,506,1611.4634116952311,1592.8611625530475
76,68,476,0,524,1611.4634116952311,1606.4876287649022
76,69,489,0,511,1611.4634116952311,1613.7479150991344
76,70,490,0,510,1611.4634116952311,1611.0286412995952
76,71,474,0,526,1611.4634116952311,1624.4700086761743
76,72,527,0,473,1611.4634116952311,1592.2539426692122
76,73,467,0,533,1611.4634116952311,1616.0217903489965
76,74,494,0,506,1611.4634116952311,1617.905016885587
76,75,467,0,533,1611.4634116952311,1625.3639350987298
76,76,491,0,509,1611.4634116952311,1607.8821440790548
76,77,496,0,504,1611.4634116952311,1611.4634116952311
77,56,542,0,458,1630.671084255037,1594.609838568506
77,58,544,0,456,1630.671084255037,1599.9192530247947
77,59,507,0,493,1630.671084255037,1596.7828790529825
77,60,535,0,465,1630.671084255037,1592.904087149725
77,61,521,0,479,1630.671084255037,1590.272961306588
77,62,483,0,517,1630.671084255037,1599.8928591972854
77,63,516,0,484,1630.671084255037,1599.9652171399773
77,64,505,0,495,1630.671084255037,1604.3445403871885
77,65,499,0,501,1630.671084255037,1607.1524540535693
77,67,548,0,452,1630.671084255037,1591.6262993466084
77,68,510,0,490,1630.671084255037,1605.5954089388367
77,69,517,0,483,1630.671084255037,1612.4483384962627
77,70,540,0,460,1630.671084255037,1609.2730488990915
77,71,499,0,501,1630.671084255037,1623.1481665221543
77,72,521,0,479,1630.671084255037,1591.5565657015582
77,73,498,0,502,1630.671084255037,1614.9925457834904
77,74,496,0,504,1630.671084255037,1616.834885284014
77,75,497,0,503,1630.671084255037,1623.934121184157
77,76,535,0,465,1630.671084255037,1606.0960067492551
77,77,562,0,438,1630.671084255037,1608.6509830249317
77,78,494,0,506,1630.671084255037,1630.671084255037
78,56,549,0,451,1637.86742134328,1593.711610379529
78,58,515,0,485,1637.86742134328,1599.4006991225879
78,59,537,0,463,1637.86742134328,1595.9818580498227
78,60,530,0,470,1637.86742134328,1592.3008311367962
78,62,533,0,467,1637.86742134328,1599.0434497046713
78,63,503,0,497,1637.86742134328,1599.6331827947397
78,64,532,0,468,1637.86742134328,1603.3617491047203
78,65,510,0,490,1637.86742134328,1606.486317435866
78,67,561,0,439,1637.86742134328,1590.3919748576293
78,68,519,0,481,1637.86742134328,1604.7669683497174
78,69,517,0,483,1637.86742134328,1611.4325811269464
78,70,531,0,469,1637.86742134328,1608.0373208094747
78,71,520,0,480,1637.86742134328,1621.6544910987984
78,72,565,0,435,1637.86742134328,1590.092179819815
78,73,515,0,485,1637.86742134328,1613.853586553657
78,74,532,0,468,1637.86742134328,1615.1737630990115
78,75,507,0,493,1637.86742134328,1622.6038003969675
78,76,549,0,451,1637.86742134328,1604.3318214977307
78,77,545,0,455,1637.86742134328,1606.8357428442037
78,78,494,0,506,1637.86742134328,1629.327175716066
78,79,520,0,480,1637.86742134328,1637.86742134328
79,56,489,0,511,1625.893629601534,1593.421087803787
79,58,475,0,525,1625.893629601534,1599.1919464622583
79,59,536,0,464,1625.893629601534,1594.8993414966403
79,60,534,0,466,1625.893629601534,1591.3197737092162
79,62,501,0,499,1625.893629601534,1598.4151226476406
79,63,528,0,472,1625.893629601534,1598.5131401088056
79,64,527,0,473,1625.893629601534,1602.1376570242305
79,65,513,0,487,1625.893629601534,1605.4080275270658
79,67,532,0,468,1625.893629601534,1589.3785065585103
79,68,543,0,457,1625.893629601534,1603.082604499009
79,69,478,0,522,1625.893629601534,1610.8409568470447
79,70,483,0,517,1625.893629601534,1607.44543185075
79,71,464,0,536,1625.893629601534,1621.0195351066095
79,73,490,0,510,1625.893629601534,1612.8783479147587
79,74,489,0,511,1625.893629601534,1614.1581632670575
79,75,495,0,505,1625.893629601534,1621.1317836772803
79,76,498,0,502,1625.893629601534,1603.4802896093852
79,77,546,0,454,1625.893629601534,1604.5506013445615
79,78,556,0,444,1625.893629601534,1625.6983142310273
79,79,486,0,514,1625.893629601534,1635.812449152534
79,80,481,0,519,1625.893629601534,1625.893629601534
80,56,522,0,478,1628.3750639679147,1592.7220772734936
80,58,510,0,490,1628.3750639679147,1598.522872861689
80,59,503,0,497,1628.3750639679147,1594.4286716749493
80,60,526,0,474,1628.3750639679147,1590.5679416673122
80,62,530,0,470,1628.3750639679147,1597.4008271235207
80,63,506,0,494,1628.3750639679147,1597.8833676652116
80,64,513,0,487,1628.3750639679147,1601.2836003293276
80,65,503,0,497,1628.3750639679147,1604.6304384457007
80,68,534,0,466,1628.3750639679147,1601.7389533336545
80,69,497,0,503,1628.3750639679147,1609.9750698349485
80,70,481,0,519,1628.3750639679147,1607.0014578533926
80,71,483,0,517,1628.3750639679147,1620.0932889025519
80,73,531,0,469,1628.3750639679147,1611.1150535710017
80,74,519,0,481,1628.3750639679147,1612.5873915030834
80,75,488,0,512,1628.3750639679147,1620.0197886575747
80,76,520,0,480,1628.3750639679147,1602.2206992845427
80,77,546,0,454,1628.3750639679147,1602.533309209863
80,78,499,0,501,1628.3750639679147,1624.0275031250962
80,79,499,0,501,1628.3750639679147,1633.6562656856959
80,80,507,0,493,1628.3750639679147,1623.896775185834
80,81,508,0,492,1628.3750639679147,1628.3750639679147
81,56,503,0,497,1615.4381548934289,1592.098109440027
81,58,481,0,519,1615.4381548934289,1598.0763457045828
81,59,499,0,501,1615.4381548934289,1593.8022081688398
81,62,549,0,451,1615.4381548934289,1595.8753148655733
81,63,506,0,494,1615.4381548934289,1597.0231668347592
81,64,483,0,517,1615.4381548934289,1600.710875036188
81,65,492,0,508,1615.4381548934289,1603.8080518620454
81,68,500,0,500,1615.4381548934289,1600.8113416749154
81,69,470,0,530,1615.4381548934289,1609.3729727632656
81,70,501,0,499,1615.4381548934289,1605.8665445932807
81,71,500,0,500,1615.4381548934289,1618.5438342497891
81,73,459,0,541,1615.4381548934289,1610.696574750486
81,74,459,0,541,1615.4381548934289,1612.1214283216032
81,75,494,0,506,1615.4381548934289,1618.4668066753018
81,76,489,0,511,1615.4381548934289,1601.4152999313312
81,77,509,0,491,1615.4381548934289,1601.1957806844334
81,78,477,0,523,1615.4381548934289,1622.6390132651768
81,79,464,0,536,1615.4381548934289,1632.190437347489
81,80,482,0,518,1615.4381548934289,1622.3118436651193
81,81,479,0,521,1615.4381548934289,1626.637351665772
81,82,480,0,520,1615.4381548934289,1615.4381548934289
82,58,531,0,469,1636.8288500581461,1597.3205878913716
82,59,511,0,489,1636.8288500581461,1593.4235218846372
82,62,525,0,475,1636.8288500581461,1595.2230816227202
82,63,497,0,503,1636.8288500581461,1596.784157066769
82,64,546,0,454,1636.8288500581461,1599.5754425146094
82,65,503,0,497,1636.8288500581461,1603.2995352923042
82,68,546,0,454,1636.8288500581461,1599.5869968798393
82,69,511,0,489,1636.8288500581461,1608.5423101703218
82,70,537,0,463,1636.8288500581461,1604.6234717184675
82,71,508,0,492,1636.8288500581461,1617.469238825085
82,73,523,0,477,1636.8288500581461,1609.5190170689975
82,74,546,0,454,1636.8288500581461,1610.3704371372314
82,75,518,0,482,1636.8288500581461,1617.0902966352226
82,76,560,0,440,1636.8288500581461,1599.633755588466
82,77,517,0,483,1636.8288500581461,1600.41951715429
82,78,519,0,481,1636.8288500581461,1620.983678136165
82,79,489,0,511,1636.8288500581461,1630.9034418387296
82,80,520,0,480,1636.8288500581461,1620.5687282597562
82,81,527,0,473,1636.8288500581461,1624.4644427199823
82,82,511,0,489,1636.8288500581461,1614.187516074283
82,83,497,0,503,1636.8288500581461,1636.8288500581461
83,58,507,0,493,1621.92602971069,1596.6084364683538
83,62,509,0,491,1621.92602971069,1594.4912993228213
83,63,484,0,516,1621.92602971069,1596.3968208856522
83,64,495,0,505,1621.92602971069,1598.9414187321242
83,65,499,0,501,1621.92602971069,1602.4991201348412
83,68,515,0,485,1621.92602971069,1598.566494568211
83,69,490,0,510,1621.92602971069,1607.7147689403077
83,70,505,0,495,1621.92602971069,1603.614224369364
83,71,477,0,523,1621.92602971069,1616.6044121017276
